No,施設名,〒,所在地1,所在地2,℡,開　 設 年月日,解説者,管理者,内科,呼吸器内科,循環器内科,消化器内科,腎臓内科,神経内科,糖尿病内科,血液内科,皮膚科,アレルギー科,リウマチ科,感染症内科,小児科,精神科,心療内科,外科,呼吸器外科,循環器外科,乳腺外科,気管食道外科,消化器外科,泌尿器科,肛門外科,脳神経外科,整形外科,形成外科,美容外科,眼科,耳鼻咽喉科,小児外科,産婦人科,産科,婦人科,リハビリテーション科,放射線科,麻酔科,病理診断科,臨床検査科,救急科,一般病床,療養病床,計,備考,歯科標榜,緯度,経度
1232,羽賀心臓血管外科クリニック,950-0917,新潟市　中央区,天神1丁目12番地7LEXN1 2F,025-244-5539,平成23年10月1日,医療法人羽賀心臓血管外科クリニック,羽賀　学,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,心臓血管外科,,37.924778,139.092606
1233,羽尾整形外科,950-0005,新潟市　東区,太平3丁目30番地10号,025-275-6116,平成6年4月1日,羽尾　清昭,羽尾　清昭,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.880299,139.034378
1234,浦野耳鼻咽喉科医院,950-0814,新潟市　東区,逢谷内3丁目1番26号,025-270-3387,平成16年4月1日,医療法人社団浦野耳鼻咽喉科医院,浦野　正美,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.922520,139.043152
1235,永井皮フ科クリニック,950-0088,新潟市　中央区,万代1丁目2番14号ｼﾙﾊﾞ-流通ﾋﾞﾙ4階,025-247-3677,平成1年6月1日,永井　透,永井　透,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.915218,139.056656
1236,駅前ＡＧＡクリニック　新潟院,950-0901,新潟市　中央区,弁天1丁目1-22 東信新潟ﾋﾞﾙ6階,025-384-4308,令和3年4月30日,片山　聖子,片山　聖子,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,美容皮膚科,,37.760490,138.889282
1237,遠藤胃腸科内科医院,950-0912,新潟市　中央区,南笹口1丁目4番11号,025-245-1388,平成5年10月7日,滝澤　英昭,滝澤　英昭,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,胃腸科,,37.900536,139.076630
1238,遠藤医院,959-0423,新潟市　西蒲区,旗屋697番地1,0256-88-2204,平成11年9月8日,医療法人社団遠藤医院,遠藤　雅裕,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,37.867638,139.094009
1239,塩谷外科医院,950-0861,新潟市　東区,中山6丁目12番19号,025-273-6652,平成21年5月1日,塩谷　善雄,塩谷　善雄,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.894066,139.109283
1240,押木内科神経内科医院,950-0164,新潟市　江南区,亀田本町4丁目3番4号,025-381-2052,平成1年4月1日,医療法人社団押木内科神経内科医院,永井　明彦,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,呼吸器科,,37.880913,139.080048
1241,横田内科医院,950-0131,新潟市　江南区,袋津5丁目4番25号,025-381-2729,平成18年6月1日,医療法人社団横田内科医院,横田　樹也,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,呼吸器科,,37.922520,139.043152
1242,岡田整形外科,950-0905,新潟市中央区,天神尾2丁目11番2号 ,025-241-8608,令和5年11月6日,医療法人社団　岡田整形外科,岡田　洋和,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.924778,139.092606
1243,岡田内科医院,950-0907,新潟市　中央区,幸町7番25号,025-244-1367,平成1年8月1日,医療法人社団岡田内科医院,岡田　潔,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,消化器科、循環器科,,37.788528,139.114609
1244,岡田内科医院,950-0055,新潟市　東区,北葉町10番5号,025-273-2708,昭和61年12月1日,医療法人社団岡田内科,岡田　雅美,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.924885,139.049713
1245,加藤医院,956-0864,新潟市　秋葉区,新津本町3丁目14番11号,0250-22-0185,平成4年10月1日,加藤　秀徳,加藤　秀徳,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,循環器科,,37.739967,138.857391
1246,海津内科医院,950-0911,新潟市　中央区,笹口2丁目10番12号,025-241-7363,昭和53年4月1日,海津　省三,海津　省三,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,消化器科、循環器科,,37.760490,138.889282
1247,笠原内科医院,953-0041,新潟市　西蒲区,巻甲2408番地1,0256-72-8066,平成22年6月1日,医療法人社団笠原内科医院,笠原　紳,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.754032,138.887634
1248,潟東クリニック,959-0505,新潟市　西蒲区,三方138番地1,0256-86-1118,平成21年10月1日,医療法人　潟東クリニック,福田　喜一,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,胃腸内科,,37.922440,139.062149
1249,苅部医院,959-0421,新潟市　西蒲区,魲173番地,0256-88-2057,昭和51年4月1日,医療法人社団苅部医院,本間　智子,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,呼吸器科,,37.924778,139.092606
1250,寒河江眼科クリニック,950-0923,新潟市　中央区,姥ｹ山5丁目4番13号,025-287-6363,平成16年7月1日,寒河江　豊,寒河江　豊,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.889568,139.076538
1251,間庭整形外科医院,950-0871,新潟市　東区,山木戸8丁目9番37号,025-270-6100,平成10年9月1日,医療法人社団間庭整形外科医院,間庭　芳文,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.801952,139.007370
1252,関屋田町クリニック,951-8136,新潟市　中央区,関屋田町1丁目6番地2,025-266-7722,平成21年4月1日,医療法人社団恒心会,林　恒美,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.908024,139.001328
1253,関川医院,950-1455,新潟市　南区,新飯田975番地2,025-374-2002,令和1年9月5日,関川　貞,関川　貞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.867638,139.094009
1254,丸山リハビリテーション診療所,950-2023,新潟市　西区,小新1083番地1ｻﾝﾛｲﾔﾙ新潟1階,025-233-1177,平成15年5月7日,医療法人社団康和会,丸山　孝子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,漢方内科,,37.878265,138.996201
1255,丸山診療所,950-0115,新潟市　江南区,丸山472番地1,025-278-5100,平成21年6月1日,波田野　徹,波田野　徹,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,胃腸内科,,37.922520,139.043152
1256,丸山整形外科・内科,950-1121,新潟市　西区,板井204番地,025-377-4145,平成11年7月21日,丸山　俊章,丸山　俊章,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,37.760490,138.889282
1257,岩永医院,951-8057,新潟市　中央区,月町2014番地,025-222-8709,平成1年4月5日,医療法人社団岩永医院,岩永　明人,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.867638,139.094009
1258,岩室藤田医院,953-0104,新潟市　西蒲区,岩室温泉667番地26,0256-82-2113,昭和38年1月1日,藤田　純二,藤田　純二,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.867638,139.094009
1259,亀田眼科クリニック,950-0151,新潟市　江南区,亀田四ﾂ興野3丁目2番25号,025-382-0611,平成28年9月1日,山本　達郎,山本　達郎,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,小児眼科,,37.788528,139.114609
1260,亀田町アイクリニック,950-0157,新潟市　江南区,鵜ﾉ子4丁目466番地ｱﾋﾟﾀ新潟亀田店2F,025-383-3901,平成17年3月1日,医療法人竹医会,東　欣弥,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.883160,139.083023
1261,吉村医院,956-0805,新潟市　秋葉区,中野2丁目19番18号,0250-24-8558,昭和57年4月2日,医療法人社団吉村医院,吉村　朗,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.820728,138.938248
1262,宮尾耳鼻咽喉科クリニック,950-0945,新潟市　中央区,女池上山5丁目9番9号,025-288-2233,平成30年5月1日,医療法人社団宮尾耳鼻咽喉科クリニック,宮尾　益道,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.874226,138.971970
1263,救護施設有明荘医務室診療所,950-2071,新潟市　西区,西有明町1番71号,025-267-0436,昭和54年5月1日,社会福祉法人新潟市有明福祉事業協会,湯浅　保子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.736927,138.866669
1264,橋本耳鼻科クリニック,950-2004,新潟市　西区,平島1丁目18番22号,025-234-2277,平成30年10月1日,医療法人社団橋本耳鼻科クリニック,橋本　茂久,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.765850,138.839935
1265,金子医院,953-0125,新潟市　西蒲区,和納1丁目10番17号,0256-82-3012,平成21年1月1日,金子　晋,金子　晋,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.924778,139.092606
1266,金子内科医院,953-0041,新潟市　西蒲区,巻甲1175番地1,0256-72-2300,平成17年10月1日,医療法人金子内科医院,金子　直裕,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"呼吸器科消化器科,循環器科",,37.874226,138.971970
1267,空港前クリニック,950-0005,新潟市　東区,太平3丁目7番1号,025-271-6000,昭和55年4月1日,医療法人社団卓志会,川﨑　克,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.874226,138.971970
1268,軽費老人ホ―ム有明ハイツ医務室診療所,950-2071,新潟市　西区,西有明町1番72号,025-231-3081,昭和54年5月17日,社会福祉法人新潟市有明福祉事業協会,湯浅　保子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.897346,138.990860
1269,月岡内科医院,950-2022,新潟市　西区,小針4丁目4番1号,025-234-1666,平成10年4月1日,医療法人社団月岡内科医院,月岡　啓輔,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,呼吸器科,,37.885746,139.048141
1270,健やか医院,950-2023,新潟市　西区,小新1130番地,025-232-5301,平成12年4月1日,医療法人社団健心会,蒲澤　崇,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,○,37.885746,139.048141
1271,県庁前神経内科クリニック,950-0962,新潟市　中央区,出来島1丁目5番52号ｾﾝﾄﾗﾙｺｰﾄ県庁前1F,025-282-2266,平成22年10月1日,医療法人潤生会,小林　央,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.913540,139.221603
1272,原こども医院,950-0992,新潟市　中央区,上所上2丁目13番12号,025-285-1115,平成5年8月1日,原　錬太郎,原　錬太郎,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.903553,139.032349
1273,原田整形外科医院,950-3325,新潟市　北区,白新町1丁目3番3号,025-386-8131,平成3年4月10日,原田　彰,原田　彰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.915070,139.033081
1274,古町ルフル消化器内科クリニック,951-8063,新潟市　中央区,古町通7番町1010番 ,025-228-5550,令和2年10月1日,医療法人社団　薫桜会,鈴木　東,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.937595,139.073547
1275,古町心療クリニック,951-8062,新潟市　中央区,西堀前通6番町909番地,025-224-7771,平成28年12月20日,医療法人社団北辰会,村竹　辰之,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.884277,138.981766
1276,戸井田内科医院,950-0841,新潟市　東区,中野山4丁目15番7号,025-276-2950,平成1年10月6日,医療法人社団戸井田内科医院,戸井田竜成,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.828812,139.100861
1277,五十川医院,950-2055,新潟市　西区,寺尾上6丁目5番11号,025-260-1151,令和6年4月1日,医療法人社団五十川医院,五十川　正人,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.760490,138.889282
1278,五十嵐医院,956-0046,新潟市　秋葉区,出戸177番地1,0250-22-2721,平成6年9月1日,医療法人社団五十嵐医院,五十嵐　謙一,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,呼吸器科,,37.867638,139.094009
1279,五十嵐医院,950-1325,新潟市　西蒲区,小吉1074番地1,025-375-5670,平成11年7月1日,医療法人社団五十嵐医院,五十嵐　俊三,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.942551,139.089264
1280,五十嵐内科胃腸科医院,950-0324,新潟市　江南区,酒屋町屋敷付821番地29,025-280-2053,平成3年11月1日,医療法人社団五十嵐内科胃腸科医院,五十嵐　一雅,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"呼吸器科、胃腸科,循環器科,",,37.922520,139.043152
1281,五味キッズクリニック,950-0852,新潟市　東区,石山4丁目4番14号,025-276-8088,平成10年9月1日,医療法人社団五味キッズクリニック,五味　崇行,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.922520,139.043152
1282,公益財団法人新潟県保健衛生センター成人病検診センター,951-8133,新潟市　中央区,川岸町2丁目11番地11,025-267-8191,平成1年5月1日,公益財団法人新潟県保健衛生センター,椎名　真,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,37.867638,139.094009
1283,公益財団法人新潟県保健衛生センター附属診療所,951-8131,新潟市　中央区,白山浦2丁目180番地5,025-267-8191,昭和53年10月2日,公益財団法人新潟県保健衛生センター,笹川　基,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,37.765285,139.039993
1284,向陽メディカルクリニック,950-0121,新潟市　江南区,亀田向陽3丁目9番25号,025-385-8686,平成19年5月1日,医療法人社団青池メディカルオフィス,青池　郁夫,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,人工透析内科,,37.880314,139.108765
1285,広川医院,950-1416,新潟市　南区,西笠巻66-2,025-373-3221,平成24年1月11日,医療法人社団広川医院,黒田　兼,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.736927,138.866669
1286,江南区亀田健康センター診療所,950-0155,新潟市　江南区,泉町3丁目1番3号,025-382-4340,平成29年3月28日,新潟市,山崎　哲,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,○,37.760490,138.889282
1287,荒川レディースクリニック,953-0041,新潟市　西蒲区,巻甲4670番地,0256-72-2785,平成18年9月1日,医療法人社団荒川レディースクリニック,荒川　正人,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,12,,,37.922520,139.043152
1288,高橋整形外科クリニック,959-0425,新潟市　西蒲区,押付259番地1,0256-70-4020,平成10年10月15日,高橋　純一,高橋　純一,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.788528,139.114609
1289,高橋整形外科医院,951-8136,新潟市　中央区,学校町通3番町537番地1,025-267-2051,平成13年10月2日,医療法人社団高橋整形外科,高橋　栄一,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,37.760490,138.889282
1290,高塚医院,956-0864,新潟市　秋葉区,新津本町1丁目7番22号,0250-22-0077,平成1年4月1日,医療法人社団高塚医院,高塚　務,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,消化器科,,37.901592,139.020996
1291,高木医院,953-0041,新潟市　西蒲区,巻甲2622番地,0256-72-2208,平成7年4月1日,医療法人社団高木医院,高木　顕,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.867638,139.094009
1292,根本眼科耳鼻科,951-8152,新潟市　中央区,信濃町11番10号,025-266-2566,平成9年4月1日,医療法人社団根本医院,根本　大志,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.788528,139.114609
1293,佐藤医院,950-0321,新潟市　江南区,割野666番地,025-280-2413,昭和61年12月2日,医療法人社団佐藤医院,佐藤　允副,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,37.922520,139.043152
1294,佐藤医院荻川診療所,956-0805,新潟市　秋葉区,中野2丁目8番8号,0250-22-1203,昭和55年3月1日,医療法人佐藤医院,佐藤　允副,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.894066,139.109283
1295,佐藤神経内科クリニック,951-8061,新潟市　中央区,西堀通6番町877番地1,025-228-1808,平成12年11月13日,医療法人社団佐藤神経内科クリニック,佐藤　修三,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.902359,139.118713
1296,佐文診療所,950-0143,新潟市　江南区,元町2丁目1番41号,025-382-2171,平成20年7月1日,株式会社　佐文工業所,村松　芳幸,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.932812,139.052902
1297,佐野医院,950-0853,新潟市　東区,東明2丁目9番2号,025-286-5363,平成1年4月1日,医療法人社団佐野医院,井上重宏,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,消化器科,,37.952530,139.183273
1298,済生会康和園診療所,951-8006,新潟市　中央区,附船町1丁目4378番地,025-228-2861,昭和59年4月16日,社会福祉法人恩賜財団済生会支部新潟県済生会,伊佐早　悦子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.867638,139.094009
1299,斎藤医院,950-3322,新潟市　北区,嘉山2198番地3,025-386-1210,平成3年4月15日,斎藤　功,斎藤　功,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,消化器科,,37.922520,139.043152
1300,斎藤内科・消化器科医院,950-0136,新潟市　江南区,城所1丁目7番11号,025-383-3110,平成17年4月15日,医療法人社団斎藤内科・消化器科医院,斎藤　征史,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,消化器科,,37.765800,139.019165
1301,斎藤内科クリニック,950-0926,新潟市　中央区,高志2丁目20番3号,025-287-5800,平成6年11月7日,斎藤　忠雄,斎藤　忠雄,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.849705,138.945511
1302,斎藤皮膚科,950-1214,新潟市　南区,上下諏訪木685番地,025-372-3080,昭和63年4月1日,斎藤　昭雄,斎藤　昭雄,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.900860,139.033173
1303,菜の花こどもクリニック,950-2022,新潟市　西区,小針2丁目41番7 ,025-211-2160,令和5年4月6日,小松原　孝夫,小松原　孝夫,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.885746,139.048141
1304,在宅ケアクリニック川岸町,951-8133,新潟市　中央区,川岸町2丁目11番14号福新ﾋﾞﾙ2階,025-232-8880,平成22年11月1日,医療法人社団在宅ケアクリニック川岸町,塚田　裕子,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,緩和ケア内科,,37.910908,139.213303
1305,笹出線近江眼科近江皮膚科,950-0973,新潟市　中央区,上近江2丁目1番33号,025-280-1241,平成19年11月7日,山本　洋子,山本　洋子,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.934677,139.085449
1306,三菱ガス化学株式会社新潟工場医務室,950-3121,新潟市　北区,松浜町3500番地,025-258-3554,昭和32年7月5日,三菱ガス化学株式会社新潟工場,増子　正義,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,呼吸器科,,37.961571,139.147064
1307,山の下クリニック,950-0066,新潟市　東区,長者町5番5号 ,025-273-3535,令和3年4月1日,医療法人社団　阿部胃腸科内科医院,阿部　行宏,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37.884426,139.064865
1308,山口クリニック,950-3376,新潟市　北区,早通北1丁目3番11号,025-386-1131,平成13年4月1日,医療法人社団山口クリニック,山口　正康,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,胃腸科,,37.929493,139.050140
1309,山口眼科医院,950-0994,新潟市　中央区,上所1丁目1番24号ｴﾇﾋﾞﾙ1F,025-240-4146,平成12年7月7日,山口　雅之,山口　雅之,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,,,37.890743,138.970764
